score;Epsilon
3.127851302881311;0.09860572704285044
-10.442990322972832;0.09696289072311254
-191.81503853478472;0.09440242201034608
255.65582880531744;0.09164523220539898
155.3742326945441;0.04253124103579542
-322.7908884983538;0.04119006005845925
-324.06304395196;0.03959546523917334
-88.22380283277778;0.038973177264539756
-17.233439625393714;0.03775325657690746
-243.8006194478866;0.03677396647148241
-77.69442419370877;0.03582867675604095
-150.82877939107752;0.03469885457032373
-25.957344599433824;0.034145326073228906
-210.72695549775258;0.03311226867967705
233.68538774219036;0.03059813718210582
-83.36653462518494;0.029908351703889936
-81.26985502369136;0.02942064904006864
9.439666910888562;0.02898260655379839
-105.72111525717519;0.028119240617154706
-78.95134984814558;0.027561306729297633
1.5022075018656977;0.02718028851755611
-131.46943717678397;0.02660584003910798
5.703605514641865;0.026175131032311606
-13.692304403787759;0.025754485102398087
198.81159984490802;0.024535618586713152
-45.246836758867474;0.024037248555367687
-240.03993048322477;0.02347563868684523
-99.66854974113988;0.02275173377722925
-193.40083348793215;0.021633398086266128
-7.229788948099625;0.021044445890009
-256.20754450839775;0.020220041667854537
-16.24467716014273;0.019766585545826883
-109.70724172249527;0.01843753877358568
-198.67053847828777;0.016441059935661067
213.22998344826607;0.013747419372016194
-473.7130407478733;0.013443957991503523
-791.6699803541743;0.01
14.962426724742244;0.01
-26.032529253106503;0.01
-277.72225027227995;0.01
-29.15185231955809;0.01
264.2150958688957;0.01
36.38557053717773;0.01
193.9387169731355;0.01
174.724654870774;0.01
183.78408132334027;0.01
-112.81571951335286;0.01
13.95870956142025;0.01
-4.06110957171137;0.01
249.12257230755918;0.01
-254.1436618178219;0.01
-112.69119338277024;0.01
-27.09958751384714;0.01
-236.82145351827143;0.01
-91.83103652297939;0.01
-89.81030019423545;0.01
-226.28847271365922;0.01
-476.81772808193153;0.01
114.6848154761122;0.01
237.83486083783828;0.01
205.75035139917884;0.01
