score;Epsilon
-164.79535100754026;0.1
-172.9543273547298;0.09935405636041866
-178.76907324121925;0.09842838574853273
-208.63922727741468;0.0972659055807814
-202.31693594813194;0.09611715478723586
-172.24325569885968;0.09532454312882806
-151.76892507490084;0.09481114720817312
-169.01932978375737;0.09413091789798035
-255.14464526337366;0.09250711059065192
-264.061088849512;0.09120636288717036
-213.38844728181923;0.09007511328309181
-236.17199320431112;0.08868076207160369
-159.6850641030065;0.08813966079987681
-196.30743685307357;0.08718235466939224
-181.73923674143447;0.08641155652026226
-203.50780451609722;0.08538075318295814
-258.50075705340873;0.08386762223091346
-235.27898169472496;0.08256936218549146
-180.58713326201695;0.08187864318065106
-257.27161754085637;0.08067891817490225
-221.51678095817635;0.07959223123144127
-237.63331210423775;0.07837896351343299
-159.32226549282393;0.07793812404426981
-179.53391556252507;0.07728614682107109
-223.38857178096134;0.07623600864617082
-198.85541905160716;0.07544419765196402
-159.473059404504;0.07498386160680318
-206.0370413579735;0.07409827101871794
-199.87560284813497;0.07325829727743909
-185.26987896582534;0.07261931906477835
-174.05679954251252;0.0720896548051199
-247.75996125642357;0.07093114217550928
-187.89437886978695;0.07030402452868853
-206.1843646591284;0.06950706214753644
-225.68020508011335;0.06852149585709622
-192.4644872248205;0.06786679779327993
-204.8729351534912;0.06716191203668499
-242.17246061495877;0.06614606397005038
-226.3428574160811;0.06520032953482927
-181.90966437893255;0.06466266753853184
-209.38849912969823;0.06392965525596869
-183.2848479354804;0.06338725595089302
-214.2965845236227;0.06255599270361235
-234.34950538844916;0.06164679002082106
-204.8256793145983;0.06097722935453236
-196.8314088935431;0.06030770315534027
-193.63966759995157;0.059688491135286806
-255.27047272766436;0.05871517651018268
-187.67729404283665;0.05820304723695579
-238.95920524136412;0.05731582649681879
-197.9325175775805;0.05674095071430987
-184.26277589424149;0.05625279149474701
-222.69262343897407;0.055575082213159196
-238.0566925869071;0.05472792097478636
-228.26416499192607;0.05397781827172945
-191.61453754705838;0.05346849599678844
-219.0618339104666;0.05275464440739788
-199.67147287274068;0.052219250063432886
-308.7918999576997;0.051029802232741124
-216.65006551549703;0.050384775513420924
-225.0833523967894;0.04974193231022929
-233.48726275244542;0.049024855007986576
-231.8074429410636;0.0483239139272933
-243.55371007730807;0.04758728619530634
-225.6869318659725;0.04694631971046733
-192.0173571919407;0.04651450785034155
-185.1852323329008;0.046070078582590344
-202.71735101457745;0.04560252430796272
-211.26877042324656;0.04509098763204622
-204.66098875485844;0.04460659632318497
-160.6031930483049;0.04435038555084759
-245.0642320605599;0.04367432847545796
-179.09492007444464;0.04331937483797763
-159.17732807009247;0.04306022127761308
