avg_score
-250.69202165579168
-211.74465032522554
-226.68511240600114
-229.28545291582697
-243.43950569620853
-201.97062062565212
-230.2273298059816
-219.500487947394
-208.7185212989346
-227.11943128374415
-214.73427312024924
-223.19790746423215
-201.637995649093
-225.23600672228812
-198.03369786789077
-233.95346986048258
-202.97612150241883
-232.4771994832006
-225.8377790667302
-240.50948687394947
-193.5961083118529
-211.1037317160968
-197.4116281481272
-202.95750886452117
-199.97044854575853
-235.41875772394093
-221.8798702357463
-186.71003678540768
-193.95026136104428
-198.75083283975388
-225.80839076208167
-215.95330893306578
-182.36368047391335
-202.13026020744388
-226.79526936394328
-238.57259744424036
-184.75911792066188
-233.5153249476144
-210.55350696339755
-199.8866450394083
-179.41308011816687
-198.23597865182353
-238.35297816941315
-213.46133374699224
-192.95880573398762
-207.85258476290136
-231.37486183311051
-213.63078950610833
-191.89235435420213
-182.2640546450867
-206.3384997075406
-186.9915019480556
-182.3298253702172
-190.14516699211657
-184.80670909985577
-194.2063590551375
-174.4060715834525
-166.91163585959404
-197.49905691590232
-191.7580374597625
-180.0429744381358
-181.09203048265832
-207.39345604899455
-197.41504545711496
-191.6738164509622
-176.94986708838343
-216.33939101408333
-204.06478078262347
-185.08712842204545
-171.74483678461598
-176.7402598415499
-224.551221377121
-177.49524999220685
-182.52854738211616
-188.47537554390217
-200.5148123842031
-175.17077814385433
-176.83844288397708
-185.36598416049273
-189.47390394907126
