avg_score
-121.50132373195122
-127.3943325467455
-118.09402910889385
-114.19927302022703
-126.68228116487948
-129.47719042626017
-109.37661806780889
-106.09520740204118
-105.68540504577058
-104.25368152454516
-105.74075205137763
-109.76448734001185
-106.89714911172094
-108.18891473069718
-126.36072215232264
-109.5419072158644
-106.37354570149466
-113.3250026219968
-108.19827191597956
-108.05053650689574
-105.91080618739969
-114.12824176873865
-108.30345305654237
-105.48915203996418
-104.60044700649296
-103.90819687556544
-115.58493520811703
-116.6510601319826
-108.92945308030173
-112.39985779825538
-108.57977580161476
-110.22244712965308
-120.66857872438572
-112.50100160822417
-110.66757167389794
-117.17912238178226
-111.33420972704612
-109.78319602656472
-116.74062935557386
-118.35883079466805
-112.31097510487719
-110.96019366268838
-110.69574096593003
-115.74483014866932
-111.99373202251468
-108.67785045057136
-113.39089840842857
-119.14973913404283
-114.5502375418204
-123.52064054860539
-114.83984753582722
-115.50732790008144
-106.93745800381927
-109.24706971818698
-112.75296181823869
-112.38857192483681
-117.64179024804949
-114.82175435725819
-111.29097077352715
-118.28512647583582
-114.78431170106826
-108.7576819767517
-111.95813591514168
-120.28604775295784
-119.05024550194364
-114.4806663264621
-125.01186594105286
-126.05303953188957
-113.7096296375104
-111.08305655933236
-107.3379053737649
-108.87779080247302
-112.87435498599052
-115.28283181671057
-113.6465134144634
-111.73516910721412
-113.4044928295084
-116.64535492938293
-110.3870636458765
-118.19165783967813
