score;Epsilon
-408.0;0.19188857832442577
-390.0;0.18309260570041086
-227.0;0.17815080758087612
-217.0;0.17355054028964392
-156.0;0.17031126355602708
-135.0;0.16755417732741618
-191.0;0.16373763548693876
-95.0;0.16186208928049436
-126.0;0.15941386698498813
-1055.0;0.14043941048337358
-122.0;0.13838162513173077
-157.0;0.1357824714106996
-98.0;0.13417882395734726
-139.0;0.1319433164270286
-91.0;0.13049458698997
-127.0;0.12850538694719982
-128.0;0.12653132378266185
-132.0;0.12452779433678753
-167.0;0.12204230281016804
-134.0;0.12008102903885429
-117.0;0.11839256291169176
-99.0;0.11698025819371409
-136.0;0.11507271129509454
-145.0;0.11307407663859896
-237.0;0.10989017255102411
-128.0;0.10820207100967137
-152.0;0.10623348974671938
-107.0;0.10486550532643797
-111.0;0.10346545832204826
-160.0;0.10148557414103357
-102.0;0.100238858217211
-137.0;0.09859247363103982
-106.0;0.09733456385742813
-322.0;0.09363383751863062
-113.0;0.09236157241957771
-126.0;0.09096457042948382
-125.0;0.08959945053082521
-107.0;0.08844566510323384
-131.0;0.08705564042566652
-154.0;0.08545127609457527
-127.0;0.08414869576551397
-118.0;0.082955520347526
-98.0;0.08197578115464862
-136.0;0.08063903725001027
-115.0;0.07952425187095206
-143.0;0.07816179656760301
-134.0;0.07690570193486532
-112.0;0.07586983749765082
-110.0;0.0748658921446864
-147.0;0.07354793294296481
-92.0;0.07273165235170917
-123.0;0.0716573535120819
-77.0;0.0709897299776081
-132.0;0.0698656603787702
-148.0;0.0686274903080795
-126.0;0.06758947484316291
-119.0;0.0666231029990781
-133.0;0.06556030751111384
-119.0;0.06462294802703297
-90.0;0.0639210625902745
-95.0;0.06318887352392732
-128.0;0.06221818404082034
-137.0;0.06119627436421164
-121.0;0.06030683412956627
-100.0;0.05958028349720164
-119.0;0.05872842440866914
-114.0;0.057923490672642235
-96.0;0.05725313008672736
-95.0;0.05659731940140822
-99.0;0.055922170057144796
-113.0;0.05516231841469932
-112.0;0.054419321699468934
-150.0;0.053442065634047284
-70.0;0.05298864633832833
-125.0;0.05219343722363781
-92.0;0.05161416207487717
-130.0;0.05080908363796958
-78.0;0.05032966081402577
-101.0;0.04971734404961155
