distances
-117.22693341230308
-21.207503917320928
-18.407228613695132
-7.411753780681025
-53.50787213970552
-47.70564341128373
-13.517310561450795
-117.70417198003264
-8.019971351896722
-10.767937757846584
-17.28650328311012
-30.013858856876055
-21.92951810570185
-22.32702932747019
-18.722657532878838
-20.739392445593392
-17.27882229161386
-21.04245094788447
-16.725864027714366
-115.5779729467365
-14.015522247787546
-17.440927970964445
-15.607871512416734
-14.955835859344024
-16.544229722493633
-18.097496934616316
-18.029686019339906
-17.22855351073978
-11.401683054119339
-20.25462925867302
-19.178484213167792
-2.4601070886819314
1.3609645890668
-15.56107208245184
-12.070041297154503
-27.558898044903444
-27.702508979128044
0.9295845973913822
1.038138299843915
0.9267489597449642
-0.44799426386505675
1.1370207441175952
0.6159699677284786
0.026824849431713815
1.1443096830279866
0.4498692365220375
-0.06785024087069136
-2.7287927145374336
-0.9537982560178917
-33.5360598956874
0.4400871140075182
-4.785593882116795
-5.111055199420081
-5.782440584470833
-1.4352455179418167
-8.062223956666267
-48.60413574875021
-5.38109830565813
-19.789985506599763
-6.369866069159782
-30.74719298263019
-5.345725606463851
-6.814563217745436
-7.098855650523678
-15.234290079227351
-12.64170020470458
-18.143779628370584
0.00016284898421050492
-3.3746632473884683
-7.14479684271351
-2.0220836218241653
-1.7644814558507276
-2.8308078490092172
-6.75846791349227
-2.8397911944550827
-7.149415139186507
-14.629861656920355
-11.419270999334756
-88.47486420914062
-36.117506757405856
-8.010634200824422
-58.65177879950789
-11.881177295963576
-16.278126170154035
-17.882306176242103
-21.93701452427603
-15.349730037019887
-11.309980749663586
-17.130249189609035
-12.789823899981247
-15.277101280738272
-10.100058777657615
-14.030342853564136
-6.729653212086609
-17.32877820651605
-15.013841534492217
-12.622513183379535
-10.885268734496082
-12.141858405609918
-14.210223059847323
-11.330053969216836
-13.04043274992331
-15.094011064439371
-16.502723963372393
-11.982109406164524
-17.274982805371895
-68.85000527517558
-13.826778703936078
-9.828030516411486
-15.524093173900615
-14.643122306882093
-18.57530463589789
-18.507453757400306
-35.69427804579212
-17.201021532634265
-25.554311795836295
-9.896995848273239
-12.39532316195591
-8.680002337494857
-13.920905021643877
-17.62401353083923
-15.517059527883285
-19.491428452018024
-17.917121518448614
-15.521640124170723
-16.110371189841988
-16.18252597472941
-7.568790592472999
-19.51556260634026
-15.606240660164492
-11.920590677057682
-11.05175080840661
-10.619778774519748
-14.869036110912132
-12.748696104201793
-15.49158002004026
-23.581657339788958
-7.588067016715184
-18.041480255835364
-11.284298822190578
-14.07526407638067
-135.59719247447208
-20.660914813902217
-20.634100636269885
-20.554247682318078
-21.10430197968084
-21.97714864974158
-10.136002762163661
-20.651332559042913
-15.174957242635376
-15.079030792856578
-15.310364823065065
-15.318568404904866
-18.561295788958038
-14.60304566083534
-14.512112623062592
-91.51632846570486
-15.367858466956754
-15.32957978822476
-15.335939796528455
-10.73333766982144
-10.416924359630777
-10.634066726812454
-10.636702763651792
-10.919389634930203
-10.345794650081528
-14.211619180292498
-14.380810950315233
-14.386039014571018
-10.255471809447414
-9.96477485766446
-15.133870094778008
-15.336471948193994
-15.134642035851867
-15.096494100451459
-15.172043991581836
-15.172591866223131
-15.131573388892528
-15.27480647137201
-15.316893190275866
-15.38491030038085
-15.347695923008015
-15.349598332526774
-15.33930984968443
-15.21239193466429
-10.679015287371959
-20.39612366932195
-20.393720106444
-11.052915436012034
-15.541081659156184
-20.26165742584441
-14.22582792393427
-15.38381332015121
-13.842058545673876
-20.328845384685938
-20.295153079533318
-28.386523624472925
-20.167043950662627
-18.14936798430357
-10.87228866000159
-19.56875068001138
-19.615730780074365
-101.96620810568605
-21.841363727105772
-9.621410927066561
-20.65658120162598
-20.513001419960197
-20.457690719017748
-20.65389474348351
-20.87293890471383
-20.63723133947824
-19.86593047059203
-15.456619881975147
-23.998684535663564
-21.279911395853997
-21.317792464206605
-17.86397335879131
-10.823004777205472
-18.46438895496166
-14.474567736410222
-17.11543805842225
-10.623964592374847
-17.97032380811062
-18.096791653714448
-18.510303388956928
-20.58148769618756
-10.953139992972197
-10.063928927568078
-10.402287851519864
-20.386205662496998
-21.005586076175167
-20.407924860560637
-20.44348647162877
-21.784123453579838
-10.49449065080159
-10.024703883228806
-19.4410324008173
-17.294852951563264
-16.38495517376871
-18.235522056112057
-15.767410889794416
-16.290684382076048
-10.266642218132798
-10.085307647726173
-20.525578951985263
-20.64865231200369
-20.686108406058192
-20.52055550854528
-20.492866563212118
-20.38212431053568
-14.910677363968754
-14.978797049832831
-20.23409195816516
-15.633414717920116
-14.891563481224075
-15.017113607249529
-14.111668742770938
-14.566811004492758
-7.085652986401071
-14.73428933908231
-20.341046948575098
-19.557225893759473
-13.402974554017797
-7.747545086031158
-14.611271170625455
-4.146734851740925
-3.8583093750420985
-9.185368296051395
-9.2024315314771
-3.907756087578836
-11.566127486063166
-15.633472394414861
-20.33490970343786
-20.259211921764532
-20.144171923109642
-20.007684308668594
-15.062033476247754
-15.033111115857333
-14.956383463012669
-15.01925306753441
-15.18921738895773
-20.459166160752993
-20.143543637964253
-20.216209369323515
-20.446418514775107
-20.450670377495996
-20.413551911157864
-20.474994158682716
-20.25461433672656
-20.446124216996754
-20.43072260254434
-20.261143931787462
-20.30330677065563
-20.518770320298767
-20.462338835300873
-20.52225272003996
-20.60622467794889
-20.403949821036303
-20.557779691538453
-9.8946392486474
-20.56832466550729
-20.429198712798453
-20.906050102598336
-20.9037373044677
-20.59532971660419
-15.625263708333165
-9.891356262884397
-10.435071117055898
-20.75791053084842
-20.759409219481665
-20.60861407627475
-20.87972148861673
-20.87516035276092
-15.095089090529202
-15.213837075530233
-20.43143494208839
-13.79935245093268
-20.454123283881067
-22.540718203738944
-20.48636944410328
-14.501436095737533
-20.236078263659035
-10.14138693462495
-20.68063224662653
-20.66704457475119
-20.670636181067046
-20.674658056161665
-10.724986178706692
-20.584952835282923
-20.58018650127946
-20.58390409287747
-17.224892209696886
-15.21780532914213
-15.256213564556083
-21.063523132823402
-10.08058740751566
-20.795998923650007
-21.17257960807469
-20.632919948107244
-21.18536419774591
-21.09229973835932
-21.19294894029137
-20.49943956720766
-21.178143283599358
-20.557888447264823
-20.59974963989853
-20.628613240586585
-20.625878943088143
-20.544574778340127
-20.67625063272192
-10.365615999969929
-20.572394115741044
-10.642790746721717
-20.72858541377012
-20.72479498048436
-20.731606137198074
-20.6973894152784
-11.016720759813968
-20.659869228313358
-10.298686930336642
-17.964555763180673
-10.30446797580208
-11.59519147627861
-11.629559636635689
-11.674524516087008
-20.625630088517436
-20.56473766230977
-20.64942602319021
-20.715504868633417
-20.613058254323892
-20.611602447119225
-20.497247274488828
-20.66273232989695
-20.661890918057406
-20.665285874214636
-21.068124789215613
-21.048998277736818
-10.342913952167438
-21.071292345027736
-10.247776017331809
-20.62323142466445
-20.61834688595806
-20.613720981972282
-20.62277024707445
-20.60091490496073
-20.937682299066946
-20.62840718421463
-21.107240256768947
-20.614096699928233
-20.675850305798146
-20.6770558893668
