avg_score
-300.0
-129.5
-139.2
-142.3
-124.0
-115.9
-110.4
-107.9
-98.5
-96.8
-103.4
-163.6
-101.3
-96.1
-101.3
-87.9
-93.3
-86.4
-94.9
-97.2
-91.5
-93.3
-87.7
-100.3
-89.0
-88.9
-94.0
-88.4
-84.6
-85.8
-93.2
-96.8
-88.3
-83.2
-81.0
-80.5
-89.3
-85.5
-93.0
-91.0
-87.1
-89.6
-85.9
-76.5
-78.5
-80.1
-92.1
-88.9
-78.6
-86.2
