avg_score
-221.8
-135.2
-131.2
-118.5
-118.9
-114.8
-111.8
-122.2
-114.2
-97.3
-98.5
-136.9
-101.5
-94.5
-96.4
-88.2
-104.1
-97.4
-96.8
-108.5
-80.9
-96.6
-87.9
-92.2
-85.5
-116.6
-80.1
-83.5
-121.8
-88.7
-98.0
-87.9
-97.1
-98.2
-80.4
-93.1
-84.7
-94.4
-108.4
-103.9
-86.8
-103.0
-92.9
-86.0
-91.4
-95.2
-82.8
-94.0
-85.3
-88.0
-83.8
-92.6
-87.1
-89.5
-86.9
-84.2
-91.1
-85.2
-93.0
-86.7
-92.6
-78.3
-106.2
-104.5
-88.4
-120.7
-78.8
-82.0
-90.8
-90.0
-90.2
-85.6
-89.5
-90.7
-95.4
-94.0
-100.1
-84.2
-88.9
-81.1
-86.4
-85.0
-87.1
-93.3
-81.4
-81.0
-89.3
-91.6
-83.9
-86.3
-83.4
-89.9
-91.0
-85.2
-83.4
-87.6
-81.9
-88.7
-89.5
-80.5
-80.0
-82.5
-83.3
-89.4
-80.4
-76.0
-78.7
-85.8
-92.5
-81.1
-77.9
-79.3
-91.9
-86.0
-91.8
-84.8
-89.0
-85.2
-92.3
-82.4
-69.2
-77.5
-103.6
-81.0
-83.1
-77.0
-83.8
-81.9
-83.3
-74.3
-83.7
-88.5
-86.2
-76.0
-80.4
-85.3
-79.3
-78.4
-81.2
-85.2
-81.8
-87.5
-73.8
-78.2
-85.1
-75.0
-84.8
-87.5
-81.2
-84.9
-80.2
-73.2
-94.7
-73.3
-80.3
-84.7
-80.9
-77.2
-90.6
-86.3
-81.8
-83.8
-93.5
-77.7
-85.5
-82.1
-91.8
-88.6
-78.5
-91.5
-80.4
-78.2
-83.7
-73.5
-85.9
-76.1
-82.5
-78.4
-79.4
-74.7
-87.7
-80.0
-89.4
-92.3
-85.8
-82.7
-84.3
-90.3
-88.0
-72.1
-80.6
-78.4
-75.0
-71.0
-69.9
-74.5
-83.8
-76.8
-74.4
-82.7
-75.2
-81.0
-77.8
-76.4
-83.1
-81.0
-82.5
-73.5
-82.8
-81.2
-84.1
-75.1
-82.9
-72.5
-70.3
-76.6
-75.5
-84.7
-77.7
-80.6
-83.5
-80.3
-87.8
-80.2
-110.0
-90.3
-77.2
-76.3
-79.2
-75.0
-78.2
-70.5
-77.7
-78.6
-88.2
-77.2
-86.1
-75.3
-77.2
-74.9
-77.2
-82.0
-77.8
-78.1
-79.6
-87.7
-82.4
-79.1
-76.7
-90.6
