score;Epsilon
-617.0;0.0935677896763732
-857.0;0.08441288187235525
-420.0;0.08025403068331453
-191.0;0.07842600782613866
-262.0;0.07598938892038931
-205.0;0.07413384886151932
-135.0;0.07293373203129697
-232.0;0.07092263043844821
-145.0;0.0696908142630162
-328.0;0.06699286696170366
-276.0;0.0648024982532282
-260.0;0.06280422049530816
-284.0;0.060692505610656235
-192.0;0.05930293712323635
-160.0;0.05816813378884673
-162.0;0.05704135332355
-201.0;0.05567521346022317
-184.0;0.05445276970733606
-152.0;0.05346207977726883
-207.0;0.05214410395267049
-207.0;0.0508586195739991
-425.0;0.0483239139272933
-148.0;0.047467510028739654
-125.0;0.046755157492207426
-157.0;0.04587697846043504
-167.0;0.04496130463968199
-141.0;0.044201609412539214
-195.0;0.04317405728949909
-211.0;0.042089498283945606
-326.0;0.04046979559293919
-136.0;0.03980987199332422
-185.0;0.03893110643113312
-190.0;0.03804890123239105
-215.0;0.037075287836632574
-172.0;0.03631349393442145
-119.0;0.03579429566901107
-128.0;0.03524443389076661
-150.0;0.03461151830643947
-321.0;0.033299560780000674
-270.0;0.03223401481645838
-115.0;0.031788399272781674
-132.0;0.03128505360250621
-171.0;0.030645910395977905
-178.0;0.029994617095357664
-143.0;0.029480732032976797
-135.0;0.029003482797662693
-153.0;0.028472388991391796
-90.0;0.02816314350208946
-244.0;0.02734715197663097
-118.0;0.026959386614450888
-189.0;0.026351630878290244
-186.0;0.025766850964783355
-225.0;0.025077403762091267
-302.0;0.024181914289998496
-125.0;0.02381901242360072
-196.0;0.023262501456684497
-301.0;0.022434512505890687
-154.0;0.022021062768758464
-160.0;0.021599674273196083
-119.0;0.021290849310323472
-187.0;0.02081587708363591
-237.0;0.02022975020024006
-261.0;0.019603584194140836
-123.0;0.019314025149744857
-126.0;0.019021893575280672
-129.0;0.01872743710018158
-206.0;0.018267950444552344
-103.0;0.018041369633153344
-141.0;0.01773653100555424
-172.0;0.01737209469353024
-187.0;0.016984544982452603
-222.0;0.016536039418067857
-182.0;0.016176844832521246
-247.0;0.0157024869253941
-269.0;0.015201850419164189
-181.0;0.014873421795788537
-284.0;0.014373321230186904
-169.0;0.014083058804573575
-105.0;0.013905046176241661
-148.0;0.013658618790976079
-164.0;0.013390822008323353
-98.0;0.013232670831747787
-205.0;0.012909550049188622
-113.0;0.012734139424062953
-226.0;0.012391923081236619
-117.0;0.01221767955134231
-145.0;0.012005477392390405
-127.0;0.011822471363609643
-172.0;0.011579552505270669
